deck_id,entry_id,deck_variant_id,section,count,set_code,card_id,variant_id,name_snapshot,candidate_status,roles,role_source,role_confidence,impact_rating,synergy_rating,quality_rating,entry_tags,entry_notes,flags,starred,marked_for_deletion
signs-of-assassins,hidden-blade-core-main-011-desolate-mire,hidden-blade-core,main,1,FIC,a0ecbdad-aebf-421d-a71e-e112f8c0e4bb,official-print,Desolate Mire,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-012-dragonskull-summit,hidden-blade-core,main,1,FIC,44f78cab-06d4-4786-987f-4d0d15654fd5,official-print,Dragonskull Summit,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-013-evolving-wilds,hidden-blade-core,main,1,FIC,351f791c-4bee-4fce-aee4-d0214ca0c945,official-print,Evolving Wilds,active,land|ramp|tutor|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|tutor|duplicate-name-review|flagged|review-queue|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, tutor/setup, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-014-exotic-orchard,hidden-blade-core,main,1,FIC,47c2b572-b54a-444c-8d74-b005e94d751f,official-print,Exotic Orchard,active,land|ramp|fixing|assassin,heuristic,0.78,3,1,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|fixing|hidden-blade-core|owned,"Why it is here: Stabilizes the Mardu mana base so Altaïr can come down on time and the deck can cast black, red, and white spells in the same game. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, mana fixing, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-015-fetid-heath,hidden-blade-core,main,1,FIC,5277f73d-b964-4ce6-823d-ce0fbf0a2d28,official-print,Fetid Heath,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-016-foreboding-ruins,hidden-blade-core,main,1,FIC,a7659f3f-a26a-4097-88ea-d72c3abb5e1d,official-print,Foreboding Ruins,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-017-furycalm-snarl,hidden-blade-core,main,1,FIC,67e44005-d0a5-49d2-b2f7-4b991ffbb5ce,official-print,Furycalm Snarl,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-018-geothermal-bog,hidden-blade-core,main,1,FIC,d504caa5-e557-4e69-8899-44760b88f076,official-print,Geothermal Bog,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-019-graven-cairns,hidden-blade-core,main,1,FIC,7f33cce1-1484-43da-a825-b090eb5403a4,official-print,Graven Cairns,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-020-isolated-chapel,hidden-blade-core,main,1,FIC,8ca61142-d0ed-42cb-9a51-0e44151f2b44,official-print,Isolated Chapel,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-021-nomad-outpost,hidden-blade-core,main,1,FIC,790d5244-5042-4b84-b16d-be0f87d11fad,official-print,Nomad Outpost,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-022-rugged-prairie,hidden-blade-core,main,1,FIC,3d575770-cb81-4353-b49e-cdaca7a5162f,official-print,Rugged Prairie,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-023-shadowblood-ridge,hidden-blade-core,main,1,FIC,4d02658c-bbe8-4673-8b44-0b24e0155a85,official-print,Shadowblood Ridge,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-024-shineshadow-snarl,hidden-blade-core,main,1,FIC,e45eff2e-c624-4c59-b192-a9d7dc2eeeba,official-print,Shineshadow Snarl,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-025-smoldering-marsh,hidden-blade-core,main,1,FIC,7ddf0ca3-dc64-47ac-87b9-4bd85b173885,official-print,Smoldering Marsh,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-026-sunlit-marsh,hidden-blade-core,main,1,FIC,4b163c67-2e88-4181-90c9-3f15eba59d03,official-print,Sunlit Marsh,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-027-sunscorched-divide,hidden-blade-core,main,1,FIC,84b648e4-d9c2-426f-8b2a-ef88e9eb25ac,official-print,Sunscorched Divide,active,land|ramp|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-028-terramorphic-expanse,hidden-blade-core,main,1,SOS,9a4c5629-fadd-42b9-850f-9f8586a2ca50,official-print,Terramorphic Expanse,active,land|ramp|tutor|assassin,heuristic,0.78,3,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|tutor|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land, ramp, tutor/setup, and Assassin density.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-029-swamp,hidden-blade-core,main,4,HOB,c5f590a3-9993-4ac4-a93c-1beb44eda17b,official-print,Swamp,active,land|ramp,heuristic,0.78,2,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|owned-land-pool|assumed-owned|basic-land-pool|owned-basic|basic-land|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land and ramp.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-030-mountain,hidden-blade-core,main,2,HOB,51acfb01-4b0b-48fc-9704-a9b4a1e43a23,official-print,Mountain,active,land|ramp,heuristic,0.78,2,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|owned-land-pool|assumed-owned|basic-land-pool|owned-basic|basic-land|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land and ramp.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-031-plains,hidden-blade-core,main,2,HOB,24dc369c-020a-4115-a4bb-d60a44de64e3,official-print,Plains,active,land|ramp,heuristic,0.78,2,1,2,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|land|ramp|owned-land-pool|assumed-owned|basic-land-pool|owned-basic|basic-land|hidden-blade-core|owned,"Why it is here: Fills the mana base; in this deck, lands are also being watched because the owned-only builds are short on scanned basics. Variant fit: Keeps the owned-only mana count visible, even when the current pool is land-light. Role lens: land and ramp.",owned-only-land-pool|land-light-review,false,false
signs-of-assassins,hidden-blade-core-main-032-soulflayer,hidden-blade-core,main,1,C20,e249a406-6783-4502-952a-27ec744a38b3,official-print,Soulflayer,active,evasion|graveyard|exile|protection|combat|finisher|assassin,heuristic,0.78,5,5,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|graveyard|exile|protection|combat|finisher|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Tests whether the owned pool can load Altaïr targets without recommended tutors. Role lens: evasion, graveyard setup, exile value, and protection.",,false,false
signs-of-assassins,hidden-blade-core-main-033-desmond-miles,hidden-blade-core,main,1,ACR,c9523cd1-c3cf-4745-af09-77c1a83ac86f,official-print,Desmond Miles,active,assassin|evasion|graveyard|removal|combat,heuristic,0.78,5,4,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|graveyard|removal|combat|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Tests whether the owned pool can load Altaïr targets without recommended tutors. Role lens: Assassin density, evasion, graveyard setup, and removal.",,false,false
signs-of-assassins,hidden-blade-core-main-034-beamtown-beatstick,hidden-blade-core,main,1,MOM,2443cb94-b27e-4a96-93cb-ac7880149bcc,official-print,Beamtown Beatstick,active,equipment|artifact|evasion|ramp|removal|combat|token|assassin,heuristic,0.78,5,5,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|equipment|artifact|evasion|ramp|removal|combat|token|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Shows how much unblockable pressure Kyle already owns. Role lens: Equipment, artifact support, evasion, and ramp.",,false,false
signs-of-assassins,hidden-blade-core-main-035-qarsi-revenant,hidden-blade-core,main,1,TDM,8c93a0f6-5e50-4dda-9ff6-da741fb839ff,official-print,Qarsi Revenant,active,evasion|graveyard|exile|assassin,heuristic,0.78,5,4,4,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|graveyard|exile|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Tests whether the owned pool can load Altaïr targets without recommended tutors. Role lens: evasion, graveyard setup, exile value, and Assassin density.",,false,false
signs-of-assassins,hidden-blade-core-main-036-bleeding-effect,hidden-blade-core,main,1,ACR,6e942730-712a-42b2-8683-a18702d685f6,official-print,Bleeding Effect,active,evasion|graveyard|protection|combat|finisher|assassin,heuristic,0.78,5,4,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|graveyard|protection|combat|finisher|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Tests whether the owned pool can load Altaïr targets without recommended tutors. Role lens: evasion, graveyard setup, protection, and combat pressure.",,false,false
signs-of-assassins,hidden-blade-core-main-037-senu-keen-eyed-protector,hidden-blade-core,main,1,ACR,5671a03d-0858-41e7-976c-60825c29af04,official-print,"Senu, Keen-Eyed Protector",active,evasion|exile|combat|assassin,heuristic,0.78,5,4,4,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|exile|combat|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Shows how much unblockable pressure Kyle already owns. Role lens: evasion, exile value, combat pressure, and Assassin density.",,false,false
signs-of-assassins,hidden-blade-core-main-038-shadow-mysterious-assassin,hidden-blade-core,main,1,FIC,f88d81d9-8ded-4c20-8237-2218046595fb,official-print,"Shadow, Mysterious Assassin",active,assassin|evasion|draw|removal|combat,heuristic,0.78,5,3,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|draw|removal|combat|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Shows how much unblockable pressure Kyle already owns. Role lens: Assassin density, evasion, card flow, and removal.",,false,false
signs-of-assassins,hidden-blade-core-main-039-nightshade-assassin,hidden-blade-core,main,1,TSR,cd610675-f8ab-47a7-a4db-c1bfb0e9d5c8,official-print,Nightshade Assassin,active,assassin|graveyard|exile|removal|combat,heuristic,0.78,5,4,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|graveyard|exile|removal|combat|hidden-blade-core|owned,"Why it is here: Sits directly in the deck theme: graveyard resources become exile or temporary value instead of permanent graveyard recursion. Variant fit: Tests whether the owned pool can load Altaïr targets without recommended tutors. Role lens: Assassin density, graveyard setup, exile value, and removal.",,false,false
signs-of-assassins,hidden-blade-core-main-040-mari-the-killing-quill,hidden-blade-core,main,1,OTC,6b4b3c1a-671c-422d-a98c-7d750760ca46,official-print,"Mari, the Killing Quill",active,assassin|exile|ramp|draw|removal|combat|token,heuristic,0.78,5,4,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|exile|ramp|draw|removal|combat|token|hidden-blade-core|owned,"Why it is here: Clears blockers, engines, or problem permanents so the Assassin plan can keep attacking instead of stalling out. Variant fit: Included to measure the real owned pool before upgrade decisions. Role lens: Assassin density, exile value, ramp, and card flow.",,false,false
signs-of-assassins,hidden-blade-core-main-041-fleeting-flight,hidden-blade-core,main,1,FDN,55139100-9342-41fd-b10a-8e9932e605d4,official-print,Fleeting Flight,active,evasion|protection|combat|finisher|assassin,heuristic,0.78,5,3,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|protection|combat|finisher|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Shows how much unblockable pressure Kyle already owns. Role lens: evasion, protection, combat pressure, and finisher.",,false,false
signs-of-assassins,hidden-blade-core-main-042-crypt-feaster,hidden-blade-core,main,1,FDN,3b072811-998a-4a71-b59c-6afecc0dc4b6,official-print,Crypt Feaster,active,evasion|graveyard|combat|assassin,heuristic,0.78,5,4,4,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|graveyard|combat|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Tests whether the owned pool can load Altaïr targets without recommended tutors. Role lens: evasion, graveyard setup, combat pressure, and Assassin density.",,false,false
signs-of-assassins,hidden-blade-core-main-043-interceptor-shadow-s-hound,hidden-blade-core,main,1,FIC,30be9a07-5803-4bef-9313-391c926bfcec,official-print,"Interceptor, Shadow's Hound",active,assassin|evasion|graveyard|recursion|combat,heuristic,0.78,5,4,4,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|graveyard|recursion|combat|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Tests whether the owned pool can load Altaïr targets without recommended tutors. Role lens: Assassin density, evasion, graveyard setup, and recursion.",,false,false
signs-of-assassins,hidden-blade-core-main-044-redcap-gutter-dweller,hidden-blade-core,main,1,FDN,c6c7f55a-bcc7-4ca3-853d-fc6e260d9429,official-print,Redcap Gutter-Dweller,active,evasion|exile|removal|token|puzzle|finisher|assassin,heuristic,0.78,5,5,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|exile|removal|token|puzzle|finisher|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Shows how much unblockable pressure Kyle already owns. Role lens: evasion, exile value, removal, and token/copy line.",,false,false
signs-of-assassins,hidden-blade-core-main-045-roshan-hidden-magister,hidden-blade-core,main,1,ACR,eb17e6aa-8be5-40ea-a627-783c478c8eda,official-print,"Roshan, Hidden Magister",active,assassin|evasion|draw|exile,heuristic,0.78,5,3,4,assassin|commander|mardu|signs-of-assassins|evasion|draw|batch-002|ordered|partner-order|exile|duplicate-name-review|flagged|review-queue|hidden-blade-core|ordered-option|owned,"Why it is here: Assassin density and freerunning support; strongest when the variant wants more bodies that naturally fit the tribe. Variant fit: Shows how much unblockable pressure Kyle already owns. Role lens: Assassin density, evasion, card flow, and exile value.",,false,false
signs-of-assassins,hidden-blade-core-main-046-lion-sash,hidden-blade-core,main,1,NEO,3e1766e9-2fa7-4446-a255-7beea1467ece,official-print,Lion Sash,active,equipment|artifact|graveyard|exile|removal|finisher|assassin,heuristic,0.78,5,4,3,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|equipment|artifact|graveyard|exile|removal|finisher|hidden-blade-core|owned,"Why it is here: Sits directly in the deck theme: graveyard resources become exile or temporary value instead of permanent graveyard recursion. Variant fit: Tests whether the owned pool can load Altaïr targets without recommended tutors. Role lens: Equipment, artifact support, graveyard setup, and exile value.",,false,false
signs-of-assassins,hidden-blade-core-main-047-alien-symbiosis,hidden-blade-core,main,1,SPM,b898ccb7-758e-4f11-95e0-b412721d8bf9,official-print,Alien Symbiosis,active,evasion|graveyard|recursion|finisher|assassin,heuristic,0.78,5,3,4,batch-001|assassin|commander|mardu|manabox|signs-of-assassins|evasion|graveyard|recursion|finisher|hidden-blade-core|owned,"Why it is here: Adds an Assassin body that can connect through blockers, which is the cleanest creature profile for Altaïr combat turns. Variant fit: Tests whether the owned pool can load Altaïr targets without recommended tutors. Role lens: evasion, graveyard setup, recursion, and finisher.",,false,false
